master,9346c3b2b8b8a94bfa5aa2f6973fdf5bd690a225,2024-10-24T09:21:03Z,64f66eb1ed5ffb37ef6d7330607f194bee1c6f32d1fe8f9713fb007dd3b8f9d9,openssl-3.1.6,wxwidgets-3.2.6
maint,f39ea4516f31272d74932ef2dc9ba9ba4f8bcba0,2024-10-24T09:23:11Z,fa58918c56009f36ada9e5de345042e8805972551dfc1937ca16467c64c9b630,openssl-3.1.6,wxwidgets-3.2.6
OTP-27.1.2,44ffe8811dfcf3d2fe04d530c6e8fac5ca384e02,2024-10-25T14:20:58Z,d446150ad9ab95673d39364b26259a824716b903e84cebb19cba0964d851ef82,openssl-3.1.6,wxwidgets-3.2.6
OTP-27.1.1,f4d130fd3512875ee95ce05b30f77e7c7689915f,2024-10-23T21:02:39Z,8a1a13b8d3ad8e1f932633110345bcbd8c74d117ce3f7a09ac36eace85bcd336,openssl-3.1.6,wxwidgets-3.2.6
OTP-27.1,9ae2ef54fc6dacb5bfbe2dc6fc6f2522d57ce1fb,2024-10-23T21:02:16Z,8deae1ac0f4e257b4021f145fb7945b9c7b1f62163613bb3d56e978b248e597e,openssl-3.1.6,wxwidgets-3.2.6
OTP-27.0.1,ee9628e7ed09ef02e767994a6da5b7a225316aaa,2024-10-23T21:01:28Z,330317fb8f71a99b95c9c23cece59b8f6fef59b3341b9572b26341834bb80415,openssl-3.1.6,wxwidgets-3.2.6
OTP-27.0,601a012837ea0a5c8095bf24223132824177124d,2024-10-23T21:01:17Z,c2894c56dc6be39eb2082c15f7917bd36993fe207a90492c631aa5654e73fd2b,openssl-3.1.6,wxwidgets-3.2.6
OTP-26.2.5,412bff5196fc0ab88a61fe37ca30e5226fc7872d,2024-10-26T00:43:56Z,171a4e07c6ee48207a6245ddf7c7ea1be435c0d93e9230d85076d07d9c06f3cf,openssl-3.1.6,wxwidgets-3.2.6
OTP-26.2.4,e26c5206dc98ec1b8f978fceaa61fd1354266ccb,2024-10-26T00:42:41Z,e00dca5237cc0e3bb6b2533e7952bb5950948c0620d9bda38b2cd18ac0a8e22e,openssl-3.1.6,wxwidgets-3.2.6
OTP-26.2.3,928d03e6da416208fce7b9a7dbbfbb4f25d26c37,2024-10-26T00:38:24Z,510f554e4de8f25ca7aff3cd400b8143ef8fa8fd6da3603b42a79f58e6ba64ec,openssl-3.1.6,wxwidgets-3.2.6
OTP-26.2.2,b83df13eec5446beab06dd24315d37a5b0633fd2,2024-10-26T00:37:43Z,2f2076d378b7b1983e9a84cc96609887164c7860dbeba4f22dcfdc2d6c00545b,openssl-3.1.6,wxwidgets-3.2.6
OTP-26.2.1,ca8b893f9d5bdd0957b78514ba523032e762c644,2024-10-26T00:33:38Z,137f717281ccc11d0df31b31aaf7485b1fa89967716f56ac1c77f8a9747ae80a,openssl-3.1.6,wxwidgets-3.2.6
OTP-26.2,7fc0898502cb3370b7c6d523a7393cd101808493,2024-10-26T00:28:49Z,99c70f904e0f7d4d9337cd896a03da341f5e0e308c8f875c622c0cd07daa9cf2,openssl-3.1.6,wxwidgets-3.2.6
OTP-26.1.2,c41d424db42ba84b72f3e25167470c3555723d87,2024-10-26T00:24:31Z,8f3b51e4cc1cbf7d3cc012b52fadba57e27d54d6448c5e920b03d29ac13155bf,openssl-3.1.6,wxwidgets-3.2.6
